Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
Sedna,,Native XML DBMS,,"Score,1.20,Rank,#194,Overall,#5,Native XML DBMS",sourceforge.net/projects/sedna,,,2006,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Northgate Reality,,Multivalue DBMS,,"Score,1.19,Rank,#195,Overall,#5,Multivalue DBMS",reality.necsws.com,,,1973,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
openGauss,"An enterprise-class,RDBMS,compatible with high-performance, high-availability and high-performance originally developed by Huawei",Relational DBMS,,"Score,1.19,Rank,#196,Overall,#94,Relational DBMS","gitee.com/opengauss,opengauss.org","gitee.com/opengauss/docs,opengauss.org/en/docs/latest/docs/BriefTutorial/BriefTutorial.html",Huawei and openGauss community,2019,"3.0, March 2022",Open Source,,no,,"C, C++, Java",Linux,yes,yes,no,yes,ANSI SQL 2011,"JDBC,ODBC","C,C++,Java",yes,yes,"horizontal partitioning (by range, list and hash)",Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,"Access rights for users, groups and roles according to SQL-standard"
D3,,Multivalue DBMS,,"Score,1.19,Rank,#197,Overall,#6,Multivalue DBMS",www.rocketsoftware.com/products/rocket-d3,,,1999,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Meilisearch,"A powerful, fast, open-source and highly customizable,Search Engine",Search engine,,"Score,1.17,Rank,#198,Overall,#15,Search engines","github.com/meilisearch/meilisearch,www.meilisearch.com",docs.meilisearch.com,,2020,,Open Source,MIT License,no,,,,,,,,,,,,,,,,,,,,,,
Actian Vector,,Relational DBMS,,"Score,1.17,Rank,#199,Overall,#95,Relational DBMS",www.actian.com/analytic-database/vector-analytic-database,,,,"Vector 5.0, July 2016",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
AllegroGraph,"High performance, persistent RDF store with additional support for Graph DBMS","Document store,Graph DBMS,RDF store",,"Score,1.17,Rank,#200,Overall,#31,Document stores,#17,Graph DBMS,#7,RDF stores",allegrograph.com,franz.com/agraph/support/documentation/current/agraph-introduction.html,Franz Inc.,2004,"7.2.0, October 2021",commercial,Limited community edition free,no,,,"Linux,OS X,Windows",yes,yes,no,yes,SPARQL is used as query language,"RESTful HTTP API,SPARQL","C#,Clojure,Java,Lisp,Perl,Python,Ruby,Scala",yes,yes,with Federation,"Multi-source replication,Source-replica replication",no,Immediate Consistency or Eventual Consistency depending on configuration,no,ACID,yes,yes,no,"Users with fine-grained authorization concept, user roles and pluggable authentication"
HPE Ezmeral Data Fabric,"A unified data platform to ingest, store, manage, process, apply, and analyze all data types from any data source, and a variety of different ingestion mechanisms at an exabyte scale","Document store,Wide column store",,"Score,1.17,Rank,#201,Overall,#32,Document stores,#9,Wide column stores",www.hpe.com/us/en/software/data-fabric.html,docs.datafabric.hpe.com/home,"HPE, MapR Technologies, Inc",2009,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
solidDB,,Relational DBMS,,"Score,1.15,Rank,#202,Overall,#96,Relational DBMS",teamblue.unicomsi.com/products/soliddb,,"Unicom Systems, Inc; IBM",1992,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
RDF4J,"RDF4J is a Java framework for processing RDF data, supporting both memory-based and a disk-based storage.",RDF store,,"Score,1.15,Rank,#203,Overall,#8,RDF stores",rdf4j.org,rdf4j.org/documentation,"Since 2016 officially forked into an Eclipse project, former developer was Aduna Software.",2004,,Open Source,"Eclipse Distribution License (EDL), v1.0.",no,,,"Linux,OS X,Unix,Windows",yes,yes,,yes,no,"Java API,RIO,Sail API,SeRQL,Sesame REST HTTP Protocol,SPARQL","Java,PHP,Python",yes,yes,none,none,no,,,ACID,yes,yes,,no
Dolt,"A,MySQL,compatible,DBMS,with Git-like versioning of data and schema",Relational DBMS,Document store,"Score,1.15,Rank,#204,Overall,#97,Relational DBMS","github.com/dolthub/dolt,www.dolthub.com",docs.dolthub.com,DoltHub Inc,2018,,Open Source,Apache Version 2.0,no,,,"Linux,macOS,Windows",yes,yes,no,yes,yes,"CLI Client,HTTP REST","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,none,A database can be cloned to multiple locations and be used there in isolation. Data/schema changes can be pushed/pulled explicitly between locations.,no,,yes,ACID,yes,yes,,"Only one user is configurable, and must be specified in the config file at startup"
FrontBase,,Relational DBMS,,"Score,1.13,Rank,#205,Overall,#98,Relational DBMS",www.frontbase.com,,,1993,"8.2.6, December 2015",commercial,free licenses,no,,,,,,,,,,,,,,,,,,,,,,
Blazegraph,"High-performance graph database supporting Semantic Web (RDF/SPARQL) and Graph Database (tinkerpop3, blueprints, vertex-centric) APIs with scale-out and High Availability.","Graph DBMS,RDF store",,"Score,1.06,Rank,#206,Overall,#18,Graph DBMS,#9,RDF stores",blazegraph.com,wiki.blazegraph.com,Blazegraph,2006,"2.1.5, March 2019",Open Source,extended commercial license available,no,,,"Linux,OS X,Windows",schema-free,yes,,yes,SPARQL is used as query language,"Java API,RESTful HTTP API,SPARQL QUERY,SPARQL UPDATE,TinkerPop 3",".Net,C,C++,Java,JavaScript,PHP,Python,Ruby",yes,no,Sharding,yes,no,Immediate Consistency or Eventual Consistency depending on configuration,yes,ACID,yes,yes,,"Security and Authentication via Web Application Container (Tomcat, Jetty)"
Kognitio,,Relational DBMS,,"Score,1.06,Rank,#207,Overall,#99,Relational DBMS",kognitio.com,kognitio.com/documentation/latest,,1992,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
WebSphere eXtreme Scale,An elastic highly scalable in-memory data grid,Key-value store,,"Score,1.05,Rank,#208,Overall,#33,Key-value stores",www.ibm.com/products/ibm-websphere-extreme-scale,,,2009,,commercial,,no,,,,,,,,,,,,,,,,,,,,,yes,
BigchainDB,"BigchainDB is scalable blockchain database offering decentralization, immutability and native assets",Document store,,"Score,1.04,Rank,#209,Overall,#33,Document stores",www.bigchaindb.com,bigchaindb.readthedocs.io/en/latest,,2016,,Open Source,AGPL v3,no,,,Linux,schema-free,no,no,,no,"CLI Client,RESTful HTTP API","Go,Haskell,Java,JavaScript,Python,Ruby",,,Sharding,selectable replication factor,no,,no,,yes,"yes,with,MongoDB,ord,RethinkDB",,yes
OpenBase,,Relational DBMS,,"Score,1.04,Rank,#210,Overall,#100,Relational DBMS",openbase.com,,,1991,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
eXist-db,,Native XML DBMS,,"Score,1.03,Rank,#211,Overall,#6,Native XML DBMS",exist-db.org,,,2000,,Open Source,L-GPL,no,,,,,,,,,,,,,,,,,,,,,,
SciDB,DBMS built upon a multi-dimensional array data model,Multivalue DBMS,,"Score,1.02,Rank,#212,Overall,#7,Multivalue DBMS",www.paradigm4.com,paradigm4.atlassian.net/wiki/spaces/scidb/overview,Paradigm4,2008,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
TDSQL for MySQL,"A high-performance distributed database management system with features such as automatic sharding, intelligent operation and maintenance, elastic scalability without downtime, and enterprise-grade security. It is highly compatible with MySQL.",Relational DBMS,"Document store,Spatial DBMS","Score,1.02,Rank,#213,Overall,#101,Relational DBMS",intl.cloud.tencent.com/product/dcdb,intl.cloud.tencent.com/product/dcdb#m_developer,Tencent,2013,,commercial,,yes,,,hosted,yes,yes,no,yes,yes,"JDBC,ODBC","C,C#,C++,Java,PHP,Python,Ruby",yes,yes,Automatic sharding,"Multi-source replication,Source-replica replication",no,Immediate Consistency,no,ACID,yes,yes,no,Users with fine-grained authorization concept
M3DB,A distributed time series database created for Uber,Time Series DBMS,,"Score,1.02,Rank,#214,Overall,#14,Time Series DBMS",m3db.io,m3db.io/docs,,,,Open Source,Apache version 2,no,"Aiven for M3,: Fully managed distributed time series database, deployable in the cloud of your choice.",,,,,,,,,,,,,,,,,,,,,
VictoriaMetrics,"A fast, cost-effective and scalable,Time Series DBMS,and monitoring solution",Time Series DBMS,,"Score,1.01,Rank,#215,Overall,#15,Time Series DBMS",victoriametrics.com,"docs.victoriametrics.com,github.com/VictoriaMetrics/VictoriaMetrics/wiki",VictoriaMetrics,2018,"v1.89, March 2023",Open Source,Apache Version 2.0,no,,,"FreeBSD,Linux,macOS,OpenBSD",,,no,,no,"Graphite protocol,InfluxDB Line Protocol,OpenTSDB,Prometheus Query API,Prometheus Remote Read/Write",,no,no,,Synchronous replication,no,Eventual Consistency,no,no,yes,yes,no,
Yellowbrick,Data Warehouse appliance and cloud service,Relational DBMS,,"Score,1.01,Rank,#216,Overall,#102,Relational DBMS",www.yellowbrick.com,www.yellowbrick.com/resources,Yellowbrick Data,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Amazon Timestream,"Fast, scalable, fully managed time series database service for IoT and operational applications",Time Series DBMS,,"Score,1.00,Rank,#217,Overall,#16,Time Series DBMS",aws.amazon.com/timestream,,,2018,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
NexusDB,,Relational DBMS,,"Score,1.00,Rank,#218,Overall,#103,Relational DBMS",www.nexusdb.com,,,2003,"4.50.26, February 2021",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
GeoMesa,GeoMesa is a distributed spatio-temporal DBMS based on various systems as storage layer.,Spatial DBMS,,"Score,1.00,Rank,#219,Overall,#4,Spatial DBMS",www.geomesa.org,www.geomesa.org/documentation/stable/user/index.html,CCRi and others,2014,"4.0.0, March 2023",Open Source,Apache License 2.0,no,,,,yes,yes,no,yes,no,,,no,no,depending on storage layer,depending on storage layer,yes,depending on storage layer,no,no,yes,yes,depending on storage layer,yes
ObjectDB,,Object oriented DBMS,,"Score,0.98,Rank,#220,Overall,#10,Object oriented DBMS",www.objectdb.com,,,2010,"2.8.8, October 2022",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
PlanetScale,,Relational DBMS,,"Score,0.96,Rank,#221,Overall,#104,Relational DBMS",planetscale.com,,,2020,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
Vitess,,Relational DBMS,,"Score,0.96,Rank,#222,Overall,#105,Relational DBMS",vitess.io,,,2013,"15.0.2, December 2022",Open Source,"Apache Version 2.0, commercial licenses available",no,"PlanetScale,: The easiest way to deploy Vitess in the cloud. Get the scalability of Vitess without all the work. Start your fully managed database with PlanetScale today.",,,,,,,,,,,,,,,,,,,,,
KairosDB,,Time Series DBMS,,"Score,0.95,Rank,#223,Overall,#17,Time Series DBMS",github.com/kairosdb/kairosdb,,,2013,"1.2.2, November 2018",Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Graph Engine,,"Graph DBMS,Key-value store",,"Score,0.93,Rank,#224,Overall,#19,Graph DBMS,#34,Key-value stores",www.graphengine.io,,,2010,,Open Source,MIT License,no,,,,,,,,,,,,,,,,,,,,,,
MapDB,,Key-value store,,"Score,0.92,Rank,#225,Overall,#35,Key-value stores",mapdb.org,,,2002,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Splice Machine,,Relational DBMS,,"Score,0.88,Rank,#226,Overall,#106,Relational DBMS",splicemachine.com,,,2014,"3.1, March 2021",Open Source,"AGPL 3.0, commercial license available",no,,,,,,,,,,,,,,,,,,,,,,
OpenInsight,,Multivalue DBMS,,"Score,0.88,Rank,#227,Overall,#8,Multivalue DBMS",www.revelation.com/index.php/products/openinsight,,,1992,"10.0.1, April 2018",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Rockset,,Document store,,"Score,0.87,Rank,#228,Overall,#34,Document stores",rockset.com,,,2019,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
R:BASE,,Relational DBMS,,"Score,0.87,Rank,#229,Overall,#107,Relational DBMS",www.rbase.com,,,1981,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Datacom/DB,,Relational DBMS,,"Score,0.85,Rank,#230,Overall,#108,Relational DBMS",www.broadcom.com/products/mainframe/databases-database-mgmt/datacom,,,1972,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Amazon Keyspaces,,Wide column store,,"Score,0.85,Rank,#231,Overall,#10,Wide column stores",aws.amazon.com/keyspaces,,,2019,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
BoltDB,,Key-value store,,"Score,0.84,Rank,#232,Overall,#36,Key-value stores",github.com/boltdb/bolt,,,2013,,Open Source,MIT License,no,,,,,,,,,,,,,,,,,,,,,,
atoti,,Object oriented DBMS,,"Score,0.84,Rank,#233,Overall,#11,Object oriented DBMS",www.atoti.io,,,,,commercial,free versions available,no,,,,,,,,,,,,,,,,,,,,,,
VistaDB,,Relational DBMS,,"Score,0.84,Rank,#234,Overall,#109,Relational DBMS",vistadb.com,,,2008,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
eXtremeDB,,"Relational DBMS,Time Series DBMS",,"Score,0.83,Rank,#235,Overall,#110,Relational DBMS,#18,Time Series DBMS",www.mcobject.com,,,2001,"8.2, 2021",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
ScaleArc,,Relational DBMS,,"Score,0.82,Rank,#236,Overall,#111,Relational DBMS",www.devgraph.com/scalearc,,,2009,,commercial,limited edition free,no,,,,,,,,,,,,,,,,,,,,,,
CrateDB,,"Document store,Time Series DBMS",,"Score,0.82,Rank,#237,Overall,#35,Document stores,#19,Time Series DBMS",crate.io,,,2013,,Open Source,,no,"CrateDB Cloud,: a distributed SQL database that spreads data and processing across an elastic cluster of shared nothing nodes. CrateDB Cloud enables data insights at scale on Microsoft Azure, AWS and Google Cloud Platform.",,,,,,,,,,,,,,,,,,,,,
SQream DB,,Relational DBMS,,"Score,0.81,Rank,#238,Overall,#112,Relational DBMS",sqream.com,,,2017,"2022.1.6, December 2022",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Milvus,,Search engine,,"Score,0.80,Rank,#239,Overall,#16,Search engines",milvus.io,,,2019,"2.2, November 2022",Open Source,Apache Version 2.0,no,"Zilliz Cloud,– Cloud-native service for Milvus",,,,,,,,,,,,,,,,,,,,,
Objectivity/DB,,Object oriented DBMS,,"Score,0.78,Rank,#240,Overall,#12,Object oriented DBMS",objectivity.com/products/objectivitydb,,,1990,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Scalaris,,Key-value store,,"Score,0.74,Rank,#241,Overall,#37,Key-value stores",scalaris.zib.de,,,2010,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
KeyDB,,Key-value store,,"Score,0.73,Rank,#242,Overall,#38,Key-value stores","github.com/JohnSully/KeyDB,keydb.dev",,,2019,,Open Source,BSD-3,no,,,,,,,,,,,,,,,,,,,,,,
Strabon,,RDF store,,"Score,0.70,Rank,#243,Overall,#10,RDF stores",www.strabon.di.uoa.gr,,,2011,,Open Source,Mozilla public license,no,,,,,,,,,,,,,,,,,,,,,,
Apache IoTDB,,Time Series DBMS,,"Score,0.70,Rank,#244,Overall,#20,Time Series DBMS",iotdb.apache.org,,,2018,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
AlaSQL,,"Document store,Relational DBMS",,"Score,0.69,Rank,#245,Overall,#36,Document stores,#113,Relational DBMS",alasql.org,,,2014,,Open Source,MIT-License,no,,,,,,,,,,,,,,,,,,,,,,
Apache Doris,,Relational DBMS,,"Score,0.68,Rank,#246,Overall,#114,Relational DBMS","doris.apache.org,github.com/apache/doris",,,2017,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
ModeShape,,Content store,,"Score,0.68,Rank,#247,Overall,#2,Content stores",modeshape.jboss.org,,,2010,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
SearchBlox,,Search engine,,"Score,0.67,Rank,#248,Overall,#17,Search engines",www.searchblox.com,,,2003,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Tajo,,Relational DBMS,,"Score,0.67,Rank,#249,Overall,#115,Relational DBMS",tajo.apache.org,,,2012,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
4store,,RDF store,,"Score,0.66,Rank,#250,Overall,#11,RDF stores",github.com/4store/4store,,,2009,,Open Source,GPLv3,no,,,,,,,,,,,,,,,,,,,,,,
Rasdaman,,Multivalue DBMS,,"Score,0.66,Rank,#251,Overall,#9,Multivalue DBMS",www.rasdaman.org,,,1998,,Open Source,extended commercial license available,no,,,,,,,,,,,,,,,,,,,,,,
Elassandra,,Wide column store,,"Score,0.65,Rank,#252,Overall,#11,Wide column stores",www.elassandra.io,,,,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Postgres-XL,,Relational DBMS,,"Score,0.64,Rank,#253,Overall,#116,Relational DBMS",www.postgres-xl.org,,,2014,,Open Source,Mozilla public license,no,,,,,,,,,,,,,,,,,,,,,,
Trafodion,,Relational DBMS,,"Score,0.63,Rank,#254,Overall,#117,Relational DBMS",trafodion.apache.org,,,2014,,Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Kinetica,,Relational DBMS,,"Score,0.63,Rank,#255,Overall,#118,Relational DBMS",www.kinetica.com,,,2012,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Kingbase,,Relational DBMS,,"Score,0.62,Rank,#256,Overall,#119,Relational DBMS",www.kingbase.com.cn,,,1999,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Apache Pinot,,Relational DBMS,,"Score,0.61,Rank,#257,Overall,#120,Relational DBMS",pinot.apache.org,,,2015,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Redland,,RDF store,,"Score,0.61,Rank,#258,Overall,#12,RDF stores",librdf.org,,,2000,,Open Source,"Multi License (LGPL, GPLv2, Apache V2)",no,,,,,,,,,,,,,,,,,,,,,,
Starcounter,,Object oriented DBMS,,"Score,0.61,Rank,#259,Overall,#13,Object oriented DBMS",starcounter.com,,,2006,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
ITTIA,,Relational DBMS,,"Score,0.59,Rank,#260,Overall,#121,Relational DBMS",www.ittia.com,,,2000,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Raima Database Manager,,"Relational DBMS,Time Series DBMS",,"Score,0.59,Rank,#261,Overall,#122,Relational DBMS,#21,Time Series DBMS",raima.com,,,1984,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
OpenQM,,Multivalue DBMS,,"Score,0.58,Rank,#262,Overall,#10,Multivalue DBMS",www.openqm.com,,,1993,,Open Source,"GPLv2, extended commercial license available",no,,,,,,,,,,,,,,,,,,,,,,
Lovefield,,Relational DBMS,,"Score,0.58,Rank,#263,Overall,#123,Relational DBMS",google.github.io/lovefield,,,2014,,Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
GemStone/S,,Object oriented DBMS,,"Score,0.58,Rank,#264,Overall,#14,Object oriented DBMS",gemtalksystems.com,,,1986,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Project Voldemort,,Key-value store,,"Score,0.57,Rank,#265,Overall,#39,Key-value stores",www.project-voldemort.com,,,2009,,Open Source,Apache version 2,no,,,,,,,,,,,,,,,,,,,,,,
LokiJS,,Document store,,"Score,0.56,Rank,#266,Overall,#37,Document stores",github.com/techfort/LokiJS,,,2014,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
Actian FastObjects,,Object oriented DBMS,,"Score,0.55,Rank,#267,Overall,#15,Object oriented DBMS",esd.actian.com/product/Versant_FastObjects,,,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
SurrealDB,,"Document store,Graph DBMS",,"Score,0.54,Rank,#268,Overall,#38,Document stores,#20,Graph DBMS",surrealdb.com,,,2022,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
Percona Server for MongoDB,,Document store,,"Score,0.53,Rank,#269,Overall,#39,Document stores",www.percona.com/software/mongodb/percona-server-for-mongodb,,,2015,,Open Source,GPL Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Alibaba Cloud MaxCompute,,Relational DBMS,,"Score,0.53,Rank,#270,Overall,#124,Relational DBMS",www.alibabacloud.com/product/maxcompute,,,2016,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
InfiniteGraph,,Graph DBMS,,"Score,0.53,Rank,#271,Overall,#21,Graph DBMS",objectivity.com/infinitegraph,,,2010,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Alibaba Cloud AnalyticDB for MySQL,,Relational DBMS,,"Score,0.52,Rank,#272,Overall,#125,Relational DBMS",www.alibabacloud.com/product/analyticdb-for-mysql,,,,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
Weaviate,,Search engine,,"Score,0.51,Rank,#273,Overall,#18,Search engines","github.com/semi-technologies/weaviate,weaviate.io",,,2019,,Open Source,commercial license available with Weaviate Enterprise,no,,,,,,,,,,,,,,,,,,,,,,
Transbase,,Relational DBMS,,"Score,0.51,Rank,#274,Overall,#126,Relational DBMS",www.transaction.de/en/products/transbase.html,,,1987,,commercial,free development license,no,,,,,,,,,,,,,,,,,,,,,,
EJDB,,Document store,,"Score,0.50,Rank,#275,Overall,#40,Document stores",ejdb.org,,,2012,,Open Source,GPLv2,no,,,,,,,,,,,,,,,,,,,,,,
Tokyo Tyrant,,Key-value store,,"Score,0.50,Rank,#276,Overall,#40,Key-value stores",fallabs.com/tokyotyrant,,,2007,,Open Source,GPL,no,,,,,,,,,,,,,,,,,,,,,,
Mulgara,,RDF store,,"Score,0.48,Rank,#277,Overall,#13,RDF stores",www.mulgara.org,,,2006,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Comdb2,,Relational DBMS,,"Score,0.48,Rank,#278,Overall,#127,Relational DBMS",github.com/bloomberg/comdb2,,,2004,,Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Sequoiadb,,"Document store,Relational DBMS",,"Score,0.48,Rank,#279,Overall,#41,Document stores,#128,Relational DBMS",www.sequoiadb.com,,,2013,,Open Source,Server: AGPL; Client: Apache V2,no,,,,,,,,,,,,,,,,,,,,,,
Mimer SQL,,Relational DBMS,,"Score,0.48,Rank,#280,Overall,#129,Relational DBMS",www.mimer.com,,,1977,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Typesense,,Search engine,,"Score,0.47,Rank,#281,Overall,#19,Search engines",typesense.org,,,2015,,Open Source,GPL V3,no,,,,,,,,,,,,,,,,,,,,,,
HugeGraph,,Graph DBMS,,"Score,0.46,Rank,#282,Overall,#22,Graph DBMS",github.com/hugegraph,,,2018,0.9,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
HarperDB,,Document store,,"Score,0.46,Rank,#283,Overall,#42,Document stores",harperdb.io,,,2017,"3.1, August 2021",commercial,free community edition available,no,,,,,,,,,,,,,,,,,,,,,,
Jade,,Object oriented DBMS,,"Score,0.45,Rank,#284,Overall,#16,Object oriented DBMS",www.jadeworld.com/developer-center,,,1996,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Heroic,,Time Series DBMS,,"Score,0.45,Rank,#285,Overall,#22,Time Series DBMS",spotify.github.io/heroic/#!/index,,,2014,,Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
YDB,,"Document store,Relational DBMS",,"Score,0.44,Rank,#286,Overall,#43,Document stores,#130,Relational DBMS","github.com/ydb-platform/ydb,ydb.tech",,,2019,,Open Source,Apache 2.0; commercial license available,no,,,,,,,,,,,,,,,,,,,,,,
Cloudflare Workers KV,,Key-value store,,"Score,0.44,Rank,#287,Overall,#41,Key-value stores",www.cloudflare.com/products/workers-kv,,,2018,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
Brytlyt,,Relational DBMS,,"Score,0.43,Rank,#288,Overall,#131,Relational DBMS",www.brytlyt.com,,,2016,"0.9, October 2016",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
ElevateDB,,Relational DBMS,,"Score,0.41,Rank,#289,Overall,#132,Relational DBMS",www.elevatesoft.com/products?category=edb,,,2006,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
FlockDB,,Graph DBMS,,"Score,0.40,Rank,#290,Overall,#23,Graph DBMS",github.com/twitter-archive/flockdb,,,2010,"1.8.5, February 2012",Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Valentina Server,,Relational DBMS,,"Score,0.40,Rank,#291,Overall,#133,Relational DBMS",www.valentina-db.net,,,1999,5.7.5,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Kyligence Enterprise,,Relational DBMS,,"Score,0.39,Rank,#292,Overall,#134,Relational DBMS",kyligence.io/kyligence-enterprise,,,2016,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
GraphBase,,Graph DBMS,,"Score,0.39,Rank,#293,Overall,#24,Graph DBMS",graphbase.ai,,,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Alibaba Cloud AnalyticDB for PostgreSQL,,Relational DBMS,,"Score,0.39,Rank,#294,Overall,#135,Relational DBMS",www.alibabacloud.com/product/hybriddb-postgresql,,,2016,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
FeatureBase,,Relational DBMS,,"Score,0.39,Rank,#295,Overall,#136,Relational DBMS",www.molecula.com,,,2017,"2022, May 2022",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Axibase,,Time Series DBMS,,"Score,0.38,Rank,#296,Overall,#23,Time Series DBMS",axibase.com/docs/atsd/finance,,,2013,15585,commercial,"Community Edition (single node) is free, Enterprise Edition (distributed) is paid",no,,,,,,,,,,,,,,,,,,,,,,
RedStore,,RDF store,,"Score,0.37,Rank,#297,Overall,#14,RDF stores",www.aelius.com/njh/redstore,,,2009,,Open Source,GPLv3,no,,,,,,,,,,,,,,,,,,,,,,
Marqo,,Search engine,,"Score,0.37,Rank,#298,Overall,#20,Search engines","github.com/marqo-ai/marqo,www.marqo.ai",,,2022,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
HyperGraphDB,,Graph DBMS,,"Score,0.37,Rank,#299,Overall,#25,Graph DBMS",www.hypergraphdb.org,,,2007,,Open Source,L-GPL,no,,,,,,,,,,,,,,,,,,,,,,
PipelineDB,,Relational DBMS,,"Score,0.34,Rank,#300,Overall,#137,Relational DBMS",github.com/pipelinedb/pipelinedb,,,2015,,Open Source,"BSD, GPL V3",no,,,,,,,,,,,,,,,,,,,,,,
Speedb,"An embeddable, high performance key-value store optimized for write-intensive workloads, which can be used as a drop-in replacement for,RocksDB",Key-value store,,"Score,0.34,Rank,#301,Overall,#42,Key-value stores",www.speedb.io,,,2020,,Open Source,Apache Version 2.0; commercial license available,no,,,,,,,,,,,,,,,,,,,,,,
TinkerGraph,"A lightweight, in-memory graph engine that serves as a reference implementation of the TinkerPop3 API",Graph DBMS,,"Score,0.34,Rank,#302,Overall,#26,Graph DBMS",tinkerpop.apache.org/docs/current/reference/#tinkergraph-gremlin,,,2009,,Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
CubicWeb,,RDF store,,"Score,0.34,Rank,#303,Overall,#15,RDF stores",www.cubicweb.org,,,2001,,Open Source,L-GPL,no,,,,,,,,,,,,,,,,,,,,,,
